state,sy_end,dataset,manifest_status,mapping_status,file_name,sheet_or_table,district_rows,district_id_col,subgroup_col,subgroup_black,subgroup_hispanic,subgroup_white,subject_col,subject_math,subject_rla,grade_col,hs_grade_or_course,tested_count_col,proficiency_rate_col,proficient_levels,suppression_symbols,notes
NY,2023,hs_reportcard_ny_src,hs_reportcard_ny_src=archived,mapped,hs_reportcards/NY/SRC2023.zip (SRC2023_Group5.mdb),"Access database in the zip (SRCyyyy .mdb/.accdb), table [Annual Regents Exams]; the table carries the prior year too",ENTITY_CD ending 0000 with a district name (county rows 0000xx000000 and the state are excluded); YEAR = end year,ENTITY_CD (NYSED 12-digit BEDS code); INSTITUTION_ID also printed,SUBGROUP_NAME,Black or African American,Hispanic or Latino,White,SUBJECT,Regents Common Core Algebra I,Regents Common Core English Language Art,"(none; all administrations in the year, any grade)","Regents Examination in Algebra I and in English Language Arts (annual: August, January and June administrations)",TESTED,PER_PROF (NUM_PROF / TESTED),Levels 3-5,s,Table and column layout not opened for this year; the manifest notes confirm the district rows and subgroup names. Read with the Jet OLE DB provider (32-bit). The annual Regents rows count every administration in the year; the Total Cohort Regents table is the accountability-cohort alternative.
NY,2024,hs_reportcard_ny_src,hs_reportcard_ny_src=archived,mapped,hs_reportcards/NY/SRC2024.zip (SRC2024_Group5.mdb),"Access database in the zip (SRCyyyy .mdb/.accdb), table [Annual Regents Exams]; the table carries the prior year too",ENTITY_CD ending 0000 with a district name (county rows 0000xx000000 and the state are excluded); YEAR = end year,ENTITY_CD (NYSED 12-digit BEDS code); INSTITUTION_ID also printed,SUBGROUP_NAME,Black or African American,Hispanic or Latino,White,SUBJECT,"Regents Common Core Algebra I and Regents Algebra I (Next Generation, from June 2024)",Regents Common Core English Language Art,"(none; all administrations in the year, any grade)","Regents Examination in Algebra I and in English Language Arts (annual: August, January and June administrations)",TESTED,PER_PROF (NUM_PROF / TESTED),Levels 3-5,s,Table and column layout not opened for this year (the 2025 database's YEAR 2024 rows carry both Algebra I subjects); test_replacement.csv NY 2024 math is MIXED. Read with the Jet OLE DB provider (32-bit). The annual Regents rows count every administration in the year; the Total Cohort Regents table is the accountability-cohort alternative.
NY,2025,hs_reportcard_ny_src,hs_reportcard_ny_src=archived,mapped,hs_reportcards/NY/SRC2025.zip (SRC2025_Group4.mdb),"Access database in the zip (SRCyyyy .mdb/.accdb), table [Annual Regents Exams]; the table carries the prior year too",ENTITY_CD ending 0000 with a district name (county rows 0000xx000000 and the state are excluded); YEAR = end year,ENTITY_CD (NYSED 12-digit BEDS code); INSTITUTION_ID also printed,SUBGROUP_NAME,Black or African American,Hispanic or Latino,White,SUBJECT,Regents Algebra I (Next Generation); Regents Common Core Algebra I rows also printed,Regents Common Core English Language Art,"(none; all administrations in the year, any grade)","Regents Examination in Algebra I and in English Language Arts (annual: August, January and June administrations)",TESTED,PER_PROF (NUM_PROF / TESTED),Levels 3-5,s,Layout checked in the database: YEAR 2024 and 2025 rows. Read with the Jet OLE DB provider (32-bit). The annual Regents rows count every administration in the year; the Total Cohort Regents table is the accountability-cohort alternative.
OH,2022,hs_reportcard_oh_dist_race_dis,hs_reportcard_oh_dist_race_dis=archived,mapped,hs_reportcards/OH/2122_DIST_RACE_DIS.xlsx,"sheet RACE (wide: one row per district and race group, one column per test); the workbook's stored dimension is wrong, read without it (openpyxl reset_dimensions)",every row of sheet RACE,District IRN (ODEW 6-digit IRN),Student Group,"BLACK, NON-HISPANIC",HISPANIC,"WHITE, NON-HISPANIC",(column name),High School Algebra I <year> Percent Proficient or above,High School English II <year> Percent Proficient or above,(none; course-based),"Ohio's State Tests end-of-course Algebra I and English II, any grade (Math I, Math II and Geometry columns also printed)",(none),High School Algebra I / English II <year> Percent Proficient or above,Proficient + Accomplished + Advanced,NC ; <10 ; <5.0 ; >95.0,"No tested count (only Enrollment, printed as <10 when small): the Section 5 floor falls back to Ohio's minimum group size. Integrated Math I rows cannot be pooled with Algebra I without counts."
OH,2023,hs_reportcard_oh_dist_race_dis,hs_reportcard_oh_dist_race_dis=archived,mapped,hs_reportcards/OH/2223_DIST_RACE_DIS.xlsx,"sheet RACE (wide: one row per district and race group, one column per test); the workbook's stored dimension is wrong, read without it (openpyxl reset_dimensions)",every row of sheet RACE,District IRN (ODEW 6-digit IRN),Student Group,"BLACK, NON-HISPANIC",HISPANIC,"WHITE, NON-HISPANIC",(column name),High School Algebra I <year> Percent Proficient or above,High School English II <year> Percent Proficient or above,(none; course-based),"Ohio's State Tests end-of-course Algebra I and English II, any grade (Math I, Math II and Geometry columns also printed)",(none),High School Algebra I / English II <year> Percent Proficient or above,Proficient + Accomplished + Advanced,NC ; <10 ; <5.0 ; >95.0,"No tested count (only Enrollment, printed as <10 when small): the Section 5 floor falls back to Ohio's minimum group size. Integrated Math I rows cannot be pooled with Algebra I without counts."
OH,2024,hs_reportcard_oh_dist_race_dis,hs_reportcard_oh_dist_race_dis=archived,mapped,hs_reportcards/OH/2324_DIST_RACE_DIS.xlsx,"sheet RACE (wide: one row per district and race group, one column per test); the workbook's stored dimension is wrong, read without it (openpyxl reset_dimensions)",every row of sheet RACE,District IRN (ODEW 6-digit IRN),Student Group,"BLACK, NON-HISPANIC",HISPANIC,"WHITE, NON-HISPANIC",(column name),High School Algebra I <year> Percent Proficient or above,High School English II <year> Percent Proficient or above,(none; course-based),"Ohio's State Tests end-of-course Algebra I and English II, any grade (Math I, Math II and Geometry columns also printed)",(none),High School Algebra I / English II <year> Percent Proficient or above,Proficient + Accomplished + Advanced,NC ; <10 ; <5.0 ; >95.0,"No tested count (only Enrollment, printed as <10 when small): the Section 5 floor falls back to Ohio's minimum group size. Integrated Math I rows cannot be pooled with Algebra I without counts."
OH,2025,hs_reportcard_oh_dist_race_dis,hs_reportcard_oh_dist_race_dis=archived,mapped,hs_reportcards/OH/2425_DIST_RACE_DIS.xlsx,"sheet RACE (wide: one row per district and race group, one column per test); the workbook's stored dimension is wrong, read without it (openpyxl reset_dimensions)",every row of sheet RACE,District IRN (ODEW 6-digit IRN),Student Group,"BLACK, NON-HISPANIC",HISPANIC,"WHITE, NON-HISPANIC",(column name),High School Algebra I Percent Proficient or above,High School English II Percent Proficient or above,(none; course-based),"Ohio's State Tests end-of-course Algebra I and English II, any grade (Math I, Math II and Geometry columns also printed)",(none),High School Algebra I / English II <year> Percent Proficient or above,Proficient + Accomplished + Advanced,NC ; <10 ; <5.0 ; >95.0,"The 2025 column names drop the year. No tested count (only Enrollment, printed as <10 when small): the Section 5 floor falls back to Ohio's minimum group size. Integrated Math I rows cannot be pooled with Algebra I without counts."
OR,2022,hs_reportcard_or_ela; hs_reportcard_or_math,hs_reportcard_or_ela=archived; hs_reportcard_or_math=archived,mapped,hs_reportcards/OR/pagr_Districts_MATH_2122.xlsx | hs_reportcards/OR/pagr_Districts_ELA_2122.xlsx,sheet Districts_<SUBJ>_<yy><yy> (one workbook per subject); suppression key on sheet Definitions,every row (district file),District ID (ODE institution id),Student Group,Black/African American,Hispanic/Latino,White,Subject (file),Mathematics,English Language Arts,Grade Level,"Grade HS (11) (Smarter Balanced, with the Extended Assessment)",Number of Participants,Percent Proficient (Level 3 or 4),Level 3 + Level 4,* (fewer than 10) ; -- (none tested) ; - ; < 5.0% ; > 95.0%,
OR,2023,hs_reportcard_or_ela; hs_reportcard_or_math,hs_reportcard_or_ela=archived; hs_reportcard_or_math=archived,mapped,hs_reportcards/OR/pagr_Districts_MATH_2223.xlsx | hs_reportcards/OR/pagr_Districts_ELA_2223.xlsx,sheet Districts_<SUBJ>_<yy><yy> (one workbook per subject); suppression key on sheet Definitions,every row (district file),District ID (ODE institution id),Student Group,Black/African American,Hispanic/Latino,White,Subject (file),Mathematics,English Language Arts,Grade Level,"Grade HS (11) (Smarter Balanced, with the Extended Assessment)",Number of Participants,Percent Proficient (Level 3 or 4),Level 3 + Level 4,* (fewer than 10) ; -- (none tested) ; - ; < 5.0% ; > 95.0%,
OR,2024,hs_reportcard_or_ela; hs_reportcard_or_math,hs_reportcard_or_ela=archived; hs_reportcard_or_math=archived,mapped,hs_reportcards/OR/pagr_Districts_MATH_2324.xlsx | hs_reportcards/OR/pagr_Districts_ELA_2324.xlsx,sheet Districts_<SUBJ>_<yy><yy> (one workbook per subject); suppression key on sheet Definitions,every row (district file),District ID (ODE institution id),Student Group,Black/African American,Hispanic/Latino,White,Subject (file),Mathematics,English Language Arts,Grade Level,"Grade HS (11) (Smarter Balanced, with the Extended Assessment)",Number of Participants,Percent Proficient (Level 3 or 4),Level 3 + Level 4,* (fewer than 10) ; -- (none tested) ; - ; < 5.0% ; > 95.0%,
OR,2025,hs_reportcard_or_ela; hs_reportcard_or_math,hs_reportcard_or_ela=archived; hs_reportcard_or_math=archived,mapped,hs_reportcards/OR/pagr_Districts_MATH_2425.xlsx | hs_reportcards/OR/pagr_Districts_ELA_2425.xlsx,sheet Districts_<SUBJ>_<yy><yy> (one workbook per subject); suppression key on sheet Definitions,every row (district file),District ID (ODE institution id),Student Group,Black/African American,Hispanic/Latino,White,Subject (file),Mathematics,English Language Arts,Grade Level,"Grade HS (11) (Smarter Balanced, with the Extended Assessment)",Number of Participants,Percent Proficient (Level 3 or 4),Level 3 + Level 4,* (fewer than 10) ; -- (none tested) ; - ; < 5.0% ; > 95.0%,
PA,2022,hs_reportcard_pa,hs_reportcard_pa=archived,mapped,hs_reportcards/PA/2022 keystone district data.xlsx,"sheet Sheet1 (Keystone in 2025); header row 5 in 2022, 4 from 2023",every row (district file),AUN (PDE 9-digit administrative unit number),Group,Black or African American (not Hispanic),Hispanic (any race),White (not Hispanic),Subject,Algebra I,Literature,Grade,"11 (Keystone Exams, best score by the end of grade 11)",Number Scored,Percent Proficient and above,Proficient + Advanced,none printed; small groups are omitted,
PA,2023,hs_reportcard_pa,hs_reportcard_pa=archived,mapped,hs_reportcards/PA/2023 keystone district level data.xlsx,"sheet Sheet1 (Keystone in 2025); header row 5 in 2022, 4 from 2023",every row (district file),AUN (PDE 9-digit administrative unit number),Group,Black or African American (not Hispanic),Hispanic (any race),White (not Hispanic),Subject,Algebra I,Literature,Grade,"11 (Keystone Exams, best score by the end of grade 11)",Number Scored,% Advanced/Proficient,Proficient + Advanced,none printed; small groups are omitted,
PA,2024,hs_reportcard_pa,hs_reportcard_pa=archived,mapped,hs_reportcards/PA/2024-keystone-exams-district-grade-11-data.xlsx,"sheet Sheet1 (Keystone in 2025); header row 5 in 2022, 4 from 2023",every row (district file),AUN (PDE 9-digit administrative unit number),Group,Black or African American (not Hispanic),Hispanic (any race),White (not Hispanic),Subject,Algebra I,Literature,Grade,"11 (Keystone Exams, best score by the end of grade 11)",Number Scored,Percent Proficient and above,Proficient + Advanced,none printed; small groups are omitted,
PA,2025,hs_reportcard_pa,hs_reportcard_pa=archived,mapped,hs_reportcards/PA/2025-keystone-exams-district-level-data.xlsx,sheet Keystone; header row 4,every row (district file),AUN (PDE 9-digit administrative unit number),Group,Black or African American (not Hispanic),Hispanic (any race),White (not Hispanic),Subject,Algebra I,Literature,Grade,"11 (Keystone Exams, best score by the end of grade 11)",Number Scored,Percent Proficient and above,Proficient + Advanced,none printed; small groups are omitted,
RI,2022,hs_reportcard_ri,hs_reportcard_ri=archived; hs_reportcard_ri=archived,mapped,hs_reportcards/RI/hs_RI_2022_math.csv | hs_reportcards/RI/hs_RI_2022_ela.csv,"csv (RIDE assessment portal export, one file per subject)",School = All Schools and District not 'Statewide',District (name only; no code printed),Group,Black or African American,Hispanic or Latino,White,Subject,SAT_Math,SAT_ELA,Grade,Grade: 11 (SAT); PSAT 10 is not in the export and is not used,Number_of_Students_Tested,Percent_Meeting_or_Exceeding_Expectations,Meeting + Exceeding Expectations,*,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): Rhode Island enters with the grade 11 SAT alone; the source change from Run 1's SAT plus PSAT 10 is flagged in test_replacement.csv as RI 2022 = 1 in both subjects. Only race groups are exported (no all-students row). Districts must be matched to NCES ids by name."
RI,2023,hs_reportcard_ri,hs_reportcard_ri=archived; hs_reportcard_ri=archived,mapped,hs_reportcards/RI/hs_RI_2023_math.csv | hs_reportcards/RI/hs_RI_2023_ela.csv,"csv (RIDE assessment portal export, one file per subject)",School = All Schools and District not 'Statewide',District (name only; no code printed),Group,Black or African American,Hispanic or Latino,White,Subject,SAT_Math,SAT_ELA,Grade,Grade: 11 (SAT); PSAT 10 is not in the export and is not used,Number_of_Students_Tested,Percent_Meeting_or_Exceeding_Expectations,Meeting + Exceeding Expectations,*,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): Rhode Island enters with the grade 11 SAT alone; the source change from Run 1's SAT plus PSAT 10 is flagged in test_replacement.csv as RI 2022 = 1 in both subjects. Only race groups are exported (no all-students row). Districts must be matched to NCES ids by name."
RI,2024,hs_reportcard_ri,hs_reportcard_ri=archived; hs_reportcard_ri=archived,mapped,hs_reportcards/RI/hs_RI_2024_math.csv | hs_reportcards/RI/hs_RI_2024_ela.csv,"csv (RIDE assessment portal export, one file per subject)",School = All Schools and District not 'Statewide',District (name only; no code printed),Group,Black or African American,Hispanic or Latino,White,Subject,SAT_Math,SAT_ELA,Grade,Grade: 11 (SAT); PSAT 10 is not in the export and is not used,Number_of_Students_Tested,Percent_Meeting_or_Exceeding_Expectations,Meeting + Exceeding Expectations,*,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): Rhode Island enters with the grade 11 SAT alone; the source change from Run 1's SAT plus PSAT 10 is flagged in test_replacement.csv as RI 2022 = 1 in both subjects. Only race groups are exported (no all-students row). Districts must be matched to NCES ids by name."
RI,2025,hs_reportcard_ri,hs_reportcard_ri=archived; hs_reportcard_ri=archived,mapped,hs_reportcards/RI/hs_RI_2025_math.csv | hs_reportcards/RI/hs_RI_2025_ela.csv,"csv (RIDE assessment portal export, one file per subject)",School = All Schools and District not 'Statewide',District (name only; no code printed),Group,Black or African American,Hispanic or Latino,White,Subject,SAT_Math,SAT_ELA,Grade,Grade: 11 (SAT); PSAT 10 is not in the export and is not used,Number_of_Students_Tested,Percent_Meeting_or_Exceeding_Expectations,Meeting + Exceeding Expectations,*,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): Rhode Island enters with the grade 11 SAT alone; the source change from Run 1's SAT plus PSAT 10 is flagged in test_replacement.csv as RI 2022 = 1 in both subjects. Only race groups are exported (no all-students row). Districts must be matched to NCES ids by name."
SC,2022,hs_reportcard_sc,hs_reportcard_sc=archived,mapped,hs_reportcards/SC/EOCEP2021-22-WEBFILE 922.xlsx,sheet EOCEP_<yyyy>_<yy>_DISTRICT (codes on sheet TestID and DemoID Details),every row of the DISTRICT sheet,distcode (SCDE 4-digit district code),demoid,7 (Black or African American),4 (Hispanic or Latino),9 (White),testid,1 (Algebra 1),3 (English 2),(none; course-based),"End-of-Course Examination Program Algebra 1 and English 2, any grade (middle-school course takers included)",numbertested,pcta + pctb + pctc,"grades A, B and C (C or better; scale score 70 and above)",blank (values not reported for small groups),"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): proficiency is C or better (pcta + pctb + pctc)."
SC,2023,hs_reportcard_sc,hs_reportcard_sc=archived,mapped,hs_reportcards/SC/EOCEP2022-23-WEBFILE 923.xlsx,sheet EOCEP_<yyyy>_<yy>_DISTRICT (codes on sheet TestID and DemoID Details),every row of the DISTRICT sheet,distcode (SCDE 4-digit district code),demoid,7 (Black or African American),4 (Hispanic or Latino),9 (White),testid,1 (Algebra 1),3 (English 2),(none; course-based),"End-of-Course Examination Program Algebra 1 and English 2, any grade (middle-school course takers included)",numbertested,pcta + pctb + pctc,"grades A, B and C (C or better; scale score 70 and above)",blank (values not reported for small groups),"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): proficiency is C or better (pcta + pctb + pctc)."
SC,2024,hs_reportcard_sc,hs_reportcard_sc=archived,mapped,hs_reportcards/SC/EOCEP2023-24-WEBFILE 824 (1).xlsx,sheet EOCEP_<yyyy>_<yy>_DISTRICT (codes on sheet TestID and DemoID Details),every row of the DISTRICT sheet,distcode (SCDE 4-digit district code),demoid,7 (Black or African American),4 (Hispanic or Latino),9 (White),testid,1 (Algebra 1),3 (English 2),(none; course-based),"End-of-Course Examination Program Algebra 1 and English 2, any grade (middle-school course takers included)",numbertested,pcta + pctb + pctc,"grades A, B and C (C or better; scale score 70 and above)",blank (values not reported for small groups),"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): proficiency is C or better (pcta + pctb + pctc)."
SC,2025,hs_reportcard_sc,hs_reportcard_sc=archived,mapped,hs_reportcards/SC/EOCEP2024-25-WEBFILE 820.xlsx,sheet EOCEP_<yyyy>_<yy>_DISTRICT (codes on sheet TestID and DemoID Details),every row of the DISTRICT sheet,distcode (SCDE 4-digit district code),demoid,7 (Black or African American),4 (Hispanic or Latino),9 (White),testid,1 (Algebra 1),3 (English 2),(none; course-based),"End-of-Course Examination Program Algebra 1 and English 2, any grade (middle-school course takers included)",numbertested,pcta + pctb + pctc,"grades A, B and C (C or better; scale score 70 and above)",blank (values not reported for small groups),"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): proficiency is C or better (pcta + pctb + pctc)."
SD,2022,hs_reportcard_sd,hs_reportcard_sd=archived,mapped,hs_reportcards/SD/hs_SD_2022_all.csv,"UTF-16 csv crosstab (SD-STARS export): header row 1 names the group block, header row 2 the metric; every block's metric labels read 'All Students - ...', so the block is identified by row 1",School = All Schools and District not 'All Districts',"third column (unlabelled; SD DOE 5-digit district code, e.g. 06001)",(column block under header row 1),Black/African American,Hispanic/Latino,White/Caucasian,Subject,Mathematics,English Language Arts,Grade Levels,11 (Smarter Balanced); Test Taken = Regular and Alternate; Accommodations = With and Without Accommodations,<group> - Tested - Number of Students,<group> - Level 3 or Level 4 - Percentage,Level 3 + Level 4,* ; counts printed with thousands separators and percentages with %,"Grade 12 rows (students who did not test in grade 11) are printed separately; the SD manual counts them in its proficiency rates, the grade 11 rows alone are used here."
SD,2023,hs_reportcard_sd,hs_reportcard_sd=archived,mapped,hs_reportcards/SD/hs_SD_2023_all.csv,"UTF-16 csv crosstab (SD-STARS export): header row 1 names the group block, header row 2 the metric; every block's metric labels read 'All Students - ...', so the block is identified by row 1",School = All Schools and District not 'All Districts',"third column (unlabelled; SD DOE 5-digit district code, e.g. 06001)",(column block under header row 1),Black/African American,Hispanic/Latino,White/Caucasian,Subject,Mathematics,English Language Arts,Grade Levels,11 (Smarter Balanced); Test Taken = Regular and Alternate; Accommodations = With and Without Accommodations,<group> - Tested - Number of Students,<group> - Level 3 or Level 4 - Percentage,Level 3 + Level 4,* ; counts printed with thousands separators and percentages with %,"Grade 12 rows (students who did not test in grade 11) are printed separately; the SD manual counts them in its proficiency rates, the grade 11 rows alone are used here."
SD,2024,hs_reportcard_sd,hs_reportcard_sd=archived,mapped,hs_reportcards/SD/hs_SD_2024_all.csv,"UTF-16 csv crosstab (SD-STARS export): header row 1 names the group block, header row 2 the metric; every block's metric labels read 'All Students - ...', so the block is identified by row 1",School = All Schools and District not 'All Districts',"third column (unlabelled; SD DOE 5-digit district code, e.g. 06001)",(column block under header row 1),Black/African American,Hispanic/Latino,White/Caucasian,Subject,Mathematics,English Language Arts,Grade Levels,11 (Smarter Balanced); Test Taken = Regular and Alternate; Accommodations = With and Without Accommodations,<group> - Tested - Number of Students,<group> - Level 3 or Level 4 - Percentage,Level 3 + Level 4,* ; counts printed with thousands separators and percentages with %,"Grade 12 rows (students who did not test in grade 11) are printed separately; the SD manual counts them in its proficiency rates, the grade 11 rows alone are used here."
SD,2025,hs_reportcard_sd,hs_reportcard_sd=archived,mapped,hs_reportcards/SD/hs_SD_2025_all.csv,"UTF-16 csv crosstab (SD-STARS export): header row 1 names the group block, header row 2 the metric; every block's metric labels read 'All Students - ...', so the block is identified by row 1",School = All Schools and District not 'All Districts',"third column (unlabelled; SD DOE 5-digit district code, e.g. 06001)",(column block under header row 1),Black/African American,Hispanic/Latino,White/Caucasian,Subject,Mathematics,English Language Arts,Grade Levels,11 (Smarter Balanced); Test Taken = Regular and Alternate; Accommodations = With and Without Accommodations,<group> - Tested - Number of Students,<group> - Level 3 or Level 4 - Percentage,Level 3 + Level 4,* ; counts printed with thousands separators and percentages with %,"Grade 12 rows (students who did not test in grade 11) are printed separately; the SD manual counts them in its proficiency rates, the grade 11 rows alone are used here."
TN,2022,hs_reportcard_tn,hs_reportcard_tn=archived,mapped,hs_reportcards/TN/district_assessment_file_suppressed_upd32323.xlsx,sheet Sheet1,every row (district file),system (TDOE district number),student_group,Black or African American,Hispanic,White,subject (test = EOC),Algebra I,English II,grade,"End-of-course Algebra I and English II, grade = All Grades (TCAP EOC, any grade)",valid_tests,pct_met_exceeded,Met Expectations + Exceeded Expectations,* ; ** (2022-2024),Integrated Math I rows are separate and small; English I is also printed.
TN,2023,hs_reportcard_tn,hs_reportcard_tn=archived,mapped,hs_reportcards/TN/district_assessment_file_suppressed_2023.xlsx,"sheet Sheet 1 (Sheet1 in the 2022 file); the 2025 workbook's stored dimension is wrong, read without it",every row (district file),system (TDOE district number),student_group,Black or African American,Hispanic,White,subject (test = EOC),Algebra I,English II,grade,"End-of-course Algebra I and English II, grade = All Grades (TCAP EOC, any grade)",valid_tests,pct_met_exceeded,Met Expectations + Exceeded Expectations,* ; ** (2022-2024),Integrated Math I rows are separate and small; English I is also printed.
TN,2024,hs_reportcard_tn,hs_reportcard_tn=archived,mapped,hs_reportcards/TN/district_assessment_file_suppressed_2024.xlsx,"sheet Sheet 1 (Sheet1 in the 2022 file); the 2025 workbook's stored dimension is wrong, read without it",every row (district file),system (TDOE district number),student_group,Black or African American,Hispanic,White,subject (test = EOC),Algebra I,English II,grade,"End-of-course Algebra I and English II, grade = All Grades (TCAP EOC, any grade)",valid_tests,pct_met_exceeded,Met Expectations + Exceeded Expectations,* ; ** (2022-2024),Math EOC results follow the July 2024 standard setting on the revised mathematics standards (test_replacement.csv TN 2024 math = 1). Integrated Math I rows are separate and small; English I is also printed.
TN,2025,hs_reportcard_tn,hs_reportcard_tn=archived,mapped,hs_reportcards/TN/district_assessment_file_suppressed_2025.xlsx,"sheet Sheet 1 (Sheet1 in the 2022 file); the 2025 workbook's stored dimension is wrong, read without it",every row (district file),system (TDOE district number),student_group,Black or African American,Hispanic,White,subject (test = EOC),Algebra I,English II,grade,"End-of-course Algebra I and English II, grade = All Grades (TCAP EOC, any grade)",valid_tests,pct_met_exceeded,Met Expectations + Exceeded Expectations,<10 students ; <1% ; >99%,Integrated Math I rows are separate and small; English I is also printed.
TX,2022,hs_reportcard_tx,hs_reportcard_tx=archived; hs_reportcard_tx=archived,mapped,hs_reportcards/TX/hs_TX_2022_math.csv | hs_reportcards/TX/hs_TX_2022_ela.csv,csv cut from the TAPR 'Advanced TAPR Data' district STAAR2 export (one file per subject); one header row of TAPR variable codes (labelled headers in 2024 and 2025 over the same codes),every row (district file),DISTRICT (TEA 6-digit county-district number; leading apostrophe in 2022 and 2023),(variable code character 3),B (African American),H (Hispanic),W (White),(file; variable code test characters),hs_TX_2022_math.csv (EOC Algebra I),hs_TX_2022_ela.csv (EOC English II),(none; end-of-course),"STAAR end-of-course Algebra I and English II, any grade (STAAR, STAAR with accommodations and STAAR Alternate 2 pooled)","performance-level character 0, suffix D (number of tests)","performance-level character 2 (Meets Grade Level), suffix R (numerator suffix N)",Meets Grade Level or above (Texas federal accountability definition); Approaches (S) and Masters (3) also printed,-1 ; -3 (masked) ; . (no base),"TAPR STAAR performance is the state accountability subset (students in the district on the October snapshot and test dates), narrower than all testers. Variable codes read [level][domain][group][00A][test][performance level][yy][N/D/R]; see the manifest notes."
TX,2023,hs_reportcard_tx,hs_reportcard_tx=archived; hs_reportcard_tx=archived,mapped,hs_reportcards/TX/hs_TX_2023_math.csv | hs_reportcards/TX/hs_TX_2023_ela.csv,csv cut from the TAPR 'Advanced TAPR Data' district STAAR2 export (one file per subject); one header row of TAPR variable codes (labelled headers in 2024 and 2025 over the same codes),every row (district file),DISTRICT (TEA 6-digit county-district number; leading apostrophe in 2022 and 2023),(variable code character 3),B (African American),H (Hispanic),W (White),(file; variable code test characters),hs_TX_2023_math.csv (EOC Algebra I),hs_TX_2023_ela.csv (EOC English II),(none; end-of-course),"STAAR end-of-course Algebra I and English II, any grade (STAAR, STAAR with accommodations and STAAR Alternate 2 pooled)","performance-level character 0, suffix D (number of tests)","performance-level character 2 (Meets Grade Level), suffix R (numerator suffix N)",Meets Grade Level or above (Texas federal accountability definition); Approaches (S) and Masters (3) also printed,-1 ; -3 (masked) ; . (no base),"TAPR STAAR performance is the state accountability subset (students in the district on the October snapshot and test dates), narrower than all testers. Variable codes read [level][domain][group][00A][test][performance level][yy][N/D/R]; see the manifest notes."
TX,2024,hs_reportcard_tx,hs_reportcard_tx=archived; hs_reportcard_tx=archived,mapped,hs_reportcards/TX/hs_TX_2024_math.csv | hs_reportcards/TX/hs_TX_2024_ela.csv,csv cut from the TAPR 'Advanced TAPR Data' district STAAR2 export (one file per subject); one header row of TAPR variable codes (labelled headers in 2024 and 2025 over the same codes),every row (district file),DISTRICT (TEA 6-digit county-district number; leading apostrophe in 2022 and 2023),(variable code character 3),B (African American),H (Hispanic),W (White),(file; variable code test characters),hs_TX_2024_math.csv (EOC Algebra I),hs_TX_2024_ela.csv (EOC English II),(none; end-of-course),"STAAR end-of-course Algebra I and English II, any grade (STAAR, STAAR with accommodations and STAAR Alternate 2 pooled)","performance-level character 0, suffix D (number of tests)","performance-level character 2 (Meets Grade Level), suffix R (numerator suffix N)",Meets Grade Level or above (Texas federal accountability definition); Approaches (S) and Masters (3) also printed,-1 ; -3 (masked) ; . (no base),"TAPR STAAR performance is the state accountability subset (students in the district on the October snapshot and test dates), narrower than all testers. Variable codes read [level][domain][group][00A][test][performance level][yy][N/D/R]; see the manifest notes."
TX,2025,hs_reportcard_tx,hs_reportcard_tx=archived; hs_reportcard_tx=archived,mapped,hs_reportcards/TX/hs_TX_2025_math.csv | hs_reportcards/TX/hs_TX_2025_ela.csv,csv cut from the TAPR 'Advanced TAPR Data' district STAAR2 export (one file per subject); one header row of TAPR variable codes (labelled headers in 2024 and 2025 over the same codes),every row (district file),DISTRICT (TEA 6-digit county-district number; leading apostrophe in 2022 and 2023),(variable code character 3),B (African American),H (Hispanic),W (White),(file; variable code test characters),hs_TX_2025_math.csv (EOC Algebra I),hs_TX_2025_ela.csv (EOC English II),(none; end-of-course),"STAAR end-of-course Algebra I and English II, any grade (STAAR, STAAR with accommodations and STAAR Alternate 2 pooled)","performance-level character 0, suffix D (number of tests)","performance-level character 2 (Meets Grade Level), suffix R (numerator suffix N)",Meets Grade Level or above (Texas federal accountability definition); Approaches (S) and Masters (3) also printed,-1 ; -3 (masked) ; . (no base),"TAPR STAAR performance is the state accountability subset (students in the district on the October snapshot and test dates), narrower than all testers. Variable codes read [level][domain][group][00A][test][performance level][yy][N/D/R]; see the manifest notes."
